Rowid,Country,State lgd code,State,Year,Region-wise installation of electricity,"Energy value type ( potential, capacity, generation )",Types of energy sources,Nature of energy sources,"Types of usage (utility ,captive)",Type of energy sector,Values for renewable electricity
4909,India,29,Karnataka,2015,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,4411.407
4910,India,29,Karnataka,2016,SR,Capacity,COGENERATION-BAGASSE,,,,1402
4911,India,29,Karnataka,2016,SR,Capacity,SMALL HYDRO,,,,1217.73
4912,India,29,Karnataka,2016,SR,Capacity,SOLAR,,,,145.462
4913,India,29,Karnataka,2016,SR,Capacity,WASTE,,,,1
4914,India,29,Karnataka,2016,SR,Capacity,WIND,,,,2869.1
4915,India,29,Karnataka,2016,SR,Potential,WIND,RENEWABLE,,,55857.35
4916,India,29,Karnataka,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3591.916
4917,India,29,Karnataka,2016,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,12811.57
4918,India,29,Karnataka,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,0
4919,India,29,Karnataka,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,14842.67
4920,India,29,Karnataka,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,17558.5
4921,India,29,Karnataka,2016,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1361.4
4922,India,29,Karnataka,2016,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,48.3
4923,India,29,Karnataka,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,7479.37
4924,India,29,Karnataka,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2004.91
4925,India,29,Karnataka,2016,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,7672.71
4926,India,29,Karnataka,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1483.477
4927,India,29,Karnataka,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.3
4928,India,29,Karnataka,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,187.69
4929,India,29,Karnataka,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
4930,India,29,Karnataka,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,28.72
4931,India,29,Karnataka,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,4797.949
4932,India,29,Karnataka,2017,SR,Capacity,COGENERATION-BAGASSE,,,,1452
4933,India,29,Karnataka,2017,SR,Capacity,SMALL HYDRO,,,,1225.73
4934,India,29,Karnataka,2017,SR,Capacity,SOLAR,,,,1027.84
4935,India,29,Karnataka,2017,SR,Capacity,WASTE,,,,1
4936,India,29,Karnataka,2017,SR,Capacity,WIND,,,,3751.4
4937,India,29,Karnataka,2017,SR,Potential,BIOMASS,RENEWABLE,,,1131
4938,India,29,Karnataka,2017,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,450
4939,India,29,Karnataka,2017,SR,Potential,SMALL HYDRO,RENEWABLE,,,4141
4941,India,29,Karnataka,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1708.106
4942,India,29,Karnataka,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11639.09
4943,India,29,Karnataka,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,25.49
4944,India,29,Karnataka,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,12290.76
4945,India,29,Karnataka,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18144.58
4946,India,29,Karnataka,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,866.291
4947,India,29,Karnataka,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,75.147
4948,India,29,Karnataka,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,6772.35
4949,India,29,Karnataka,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,3324.789
4950,India,29,Karnataka,2017,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,6533.49
4951,India,29,Karnataka,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
4952,India,29,Karnataka,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1294.25
4953,India,29,Karnataka,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.932
4954,India,29,Karnataka,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,524.67
4955,India,29,Karnataka,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,30.654
4956,India,29,Karnataka,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,6058.65
4957,India,29,Karnataka,2018,SR,Capacity,COGENERATION-BAGASSE,,,,1753.6
4958,India,29,Karnataka,2018,SR,Capacity,SMALL HYDRO,,,,1230.73
4959,India,29,Karnataka,2018,SR,Capacity,SOLAR,,,,4944.12
4960,India,29,Karnataka,2018,SR,Capacity,WASTE,,,,1
4961,India,29,Karnataka,2018,SR,Capacity,WIND,,,,4509.4
4962,India,29,Karnataka,2018,SR,Potential,BIOMASS,RENEWABLE,,,1222
4963,India,29,Karnataka,2018,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,1400
4964,India,29,Karnataka,2018,SR,Potential,SMALL HYDRO,RENEWABLE,,,3726
4965,India,29,Karnataka,2018,SR,Potential,SOLAR,RENEWABLE,,,24700
4966,India,29,Karnataka,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2057.56
4967,India,29,Karnataka,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11773.843
4968,India,29,Karnataka,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,3945.19
4969,India,29,Karnataka,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10194.48
4970,India,29,Karnataka,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,15853.11
4971,India,29,Karnataka,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,215.394
4972,India,29,Karnataka,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,43.068
4973,India,29,Karnataka,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,7142.62
4974,India,29,Karnataka,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2789.537
4975,India,29,Karnataka,2018,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,7533.41
4976,India,29,Karnataka,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
4977,India,29,Karnataka,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1604.41
4978,India,29,Karnataka,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,63.882
4979,India,29,Karnataka,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,2391.74
4980,India,29,Karnataka,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,78.262
4981,India,29,Karnataka,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,7410.2
4982,India,29,Karnataka,2019,SR,Capacity,COGENERATION-BAGASSE,,,,1783.6
4983,India,29,Karnataka,2019,SR,Capacity,SMALL HYDRO,,,,1254.73
4984,India,29,Karnataka,2019,SR,Capacity,SOLAR,,,,6095.56
4985,India,29,Karnataka,2019,SR,Capacity,WASTE,,,,1
4986,India,29,Karnataka,2019,SR,Capacity,WIND,,,,4694.9
4987,India,29,Karnataka,2019,SR,Potential,BIOMASS,RENEWABLE,,,1131
4988,India,29,Karnataka,2019,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,450
4989,India,29,Karnataka,2019,SR,Potential,SMALL HYDRO,RENEWABLE,,,4141
4990,India,29,Karnataka,2019,SR,Potential,SOLAR,RENEWABLE,,,24700
4991,India,29,Karnataka,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2500.37
4992,India,29,Karnataka,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11475.666
4993,India,29,Karnataka,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,7566.33
4994,India,29,Karnataka,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,9018.44
4995,India,29,Karnataka,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,13767.97
4996,India,29,Karnataka,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1165.126
4997,India,29,Karnataka,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,91.861
4998,India,29,Karnataka,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,12187.69
4999,India,29,Karnataka,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2922.781
5000,India,29,Karnataka,2019,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,7216.53
5001,India,29,Karnataka,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
5002,India,29,Karnataka,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1803.087
5003,India,29,Karnataka,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,80.951
5004,India,29,Karnataka,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,7575.83
5005,India,29,Karnataka,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,145.832
5006,India,29,Karnataka,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,9778.248
5007,India,29,Karnataka,2020,SR,Capacity,COGENERATION-BAGASSE,,,,1881.8
5008,India,29,Karnataka,2020,SR,Capacity,SMALL HYDRO,,,,1280.73
5009,India,29,Karnataka,2020,SR,Capacity,SOLAR,,,,7277.93
5012,India,29,Karnataka,2020,SR,Potential,BIOMASS,RENEWABLE,,,1131
5013,India,29,Karnataka,2020,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,450
5014,India,29,Karnataka,2020,SR,Potential,SMALL HYDRO,RENEWABLE,,,3726
5015,India,29,Karnataka,2020,SR,Potential,SOLAR,RENEWABLE,,,24700
5016,India,29,Karnataka,2020,SR,Potential,WIND,RENEWABLE,,,124155
5017,India,29,Karnataka,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2376.65
5018,India,29,Karnataka,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,12000.511
5019,India,29,Karnataka,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,4604.36
5020,India,29,Karnataka,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,6272.24
5021,India,29,Karnataka,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,12959.82
5022,India,29,Karnataka,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,138.682
5023,India,29,Karnataka,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,85.808
5024,India,29,Karnataka,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,14014.27
5025,India,29,Karnataka,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2732.112
5026,India,29,Karnataka,2020,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,7278.22
5027,India,29,Karnataka,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
5028,India,29,Karnataka,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1901.908
5029,India,29,Karnataka,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,251.847
5030,India,29,Karnataka,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,11221.203
5031,India,29,Karnataka,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,110.953
5032,India,29,Karnataka,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,10148.662
5033,India,30,Goa,2011,WR,Capacity,SMALL HYDRO,,,,0.05
5034,India,30,Goa,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5035,India,30,Goa,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.92
5036,India,30,Goa,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,91.63
5037,India,30,Goa,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5038,India,30,Goa,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5039,India,30,Goa,2011,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,292.28
5040,India,30,Goa,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5041,India,30,Goa,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5042,India,30,Goa,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5043,India,30,Goa,2011,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5044,India,30,Goa,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5045,India,30,Goa,2012,WR,Capacity,SMALL HYDRO,,,,0.05
5046,India,30,Goa,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5047,India,30,Goa,2012,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,277.09
5048,India,30,Goa,2012,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5049,India,30,Goa,2012,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5050,India,30,Goa,2012,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5051,India,30,Goa,2012,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5052,India,30,Goa,2013,WR,Capacity,SMALL HYDRO,,,,0.05
5053,India,30,Goa,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5054,India,30,Goa,2013,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.32
5055,India,30,Goa,2013,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,85.75
5056,India,30,Goa,2013,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5057,India,30,Goa,2013,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5058,India,30,Goa,2013,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,245.41
5059,India,30,Goa,2013,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5060,India,30,Goa,2013,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5061,India,30,Goa,2013,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5062,India,30,Goa,2013,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5063,India,30,Goa,2013,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5064,India,30,Goa,2014,WR,Capacity,SMALL HYDRO,,,,0.05
5065,India,30,Goa,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5066,India,30,Goa,2014,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5067,India,30,Goa,2014,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,74.03
5068,India,30,Goa,2014,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5069,India,30,Goa,2014,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5070,India,30,Goa,2014,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,241.32
5071,India,30,Goa,2014,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5072,India,30,Goa,2014,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5073,India,30,Goa,2014,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5074,India,30,Goa,2014,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5075,India,30,Goa,2014,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5076,India,30,Goa,2014,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5077,India,30,Goa,2015,WR,Capacity,SMALL HYDRO,,,,0.05
5078,India,30,Goa,2015,WR,Potential,BIOMASS,RENEWABLE,,,26
5079,India,30,Goa,2015,WR,Potential,SMALL HYDRO,RENEWABLE,,,7
5080,India,30,Goa,2015,WR,Potential,SOLAR,RENEWABLE,,,880
5081,India,30,Goa,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5082,India,30,Goa,2015,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5083,India,30,Goa,2015,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,73.23
5084,India,30,Goa,2015,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5085,India,30,Goa,2015,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5086,India,30,Goa,2015,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,12.61
5087,India,30,Goa,2015,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5088,India,30,Goa,2015,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5089,India,30,Goa,2015,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5090,India,30,Goa,2015,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5091,India,30,Goa,2015,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5092,India,30,Goa,2015,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5093,India,30,Goa,2016,WR,Capacity,SMALL HYDRO,,,,0.05
5094,India,30,Goa,2016,WR,Potential,WIND,RENEWABLE,,,0.84
5095,India,30,Goa,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5096,India,30,Goa,2016,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5097,India,30,Goa,2016,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,242.55
5098,India,30,Goa,2016,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5099,India,30,Goa,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,66.45
5100,India,30,Goa,2016,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,0
5101,India,30,Goa,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5102,India,30,Goa,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5103,India,30,Goa,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5104,India,30,Goa,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5105,India,30,Goa,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5106,India,30,Goa,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5107,India,30,Goa,2017,WR,Capacity,SMALL HYDRO,,,,0.05
5108,India,30,Goa,2017,WR,Capacity,SOLAR,,,,0.71
5109,India,30,Goa,2017,WR,Potential,BIOMASS,RENEWABLE,,,26
5110,India,30,Goa,2017,WR,Potential,SMALL HYDRO,RENEWABLE,,,7
5111,India,30,Goa,2017,WR,Potential,SOLAR,RENEWABLE,,,880
5112,India,30,Goa,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5113,India,30,Goa,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5114,India,30,Goa,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,244.453
5115,India,30,Goa,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5116,India,30,Goa,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,66.451
5117,India,30,Goa,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
5118,India,30,Goa,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5119,India,30,Goa,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5120,India,30,Goa,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5121,India,30,Goa,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5122,India,30,Goa,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5123,India,30,Goa,2018,WR,Capacity,SMALL HYDRO,,,,0.05
5124,India,30,Goa,2018,WR,Capacity,SOLAR,,,,0.91
5125,India,30,Goa,2018,WR,Potential,BIOMASS,RENEWABLE,,,26
5126,India,30,Goa,2018,WR,Potential,SMALL HYDRO,RENEWABLE,,,5
5127,India,30,Goa,2018,WR,Potential,SOLAR,RENEWABLE,,,88
5128,India,30,Goa,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5129,India,30,Goa,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,75.328
5130,India,30,Goa,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,146.652
5131,India,30,Goa,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5132,India,30,Goa,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,16.16
5133,India,30,Goa,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
5134,India,30,Goa,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5135,India,30,Goa,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5136,India,30,Goa,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5137,India,30,Goa,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5138,India,30,Goa,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5139,India,30,Goa,2019,WR,Capacity,SMALL HYDRO,,,,0.05
5140,India,30,Goa,2019,WR,Capacity,SOLAR,,,,3.92
5141,India,30,Goa,2019,WR,Potential,BIOMASS,RENEWABLE,,,26
5142,India,30,Goa,2019,WR,Potential,SMALL HYDRO,RENEWABLE,,,7
5143,India,30,Goa,2019,WR,Potential,SOLAR,RENEWABLE,,,880
5144,India,30,Goa,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5145,India,30,Goa,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,53
5146,India,30,Goa,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,30.855
5147,India,30,Goa,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5148,India,30,Goa,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,450.16
5149,India,30,Goa,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
5150,India,30,Goa,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5151,India,30,Goa,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5152,India,30,Goa,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
5153,India,30,Goa,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5154,India,30,Goa,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5155,India,30,Goa,2020,WR,Capacity,SMALL HYDRO,,,,0.05
5156,India,30,Goa,2020,WR,Capacity,SOLAR,,,,4.78
5157,India,30,Goa,2020,WR,Capacity,WASTE,,,,0.34
5158,India,30,Goa,2020,WR,Potential,BIOMASS,RENEWABLE,,,26
5159,India,30,Goa,2020,WR,Potential,SMALL HYDRO,RENEWABLE,,,5
5162,India,30,Goa,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5163,India,30,Goa,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,76.4
5164,India,30,Goa,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,3.843
5165,India,30,Goa,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5166,India,30,Goa,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,450.16
5167,India,30,Goa,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
5168,India,30,Goa,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5169,India,30,Goa,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
5170,India,30,Goa,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.82
5171,India,30,Goa,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
5172,India,30,Goa,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5173,India,31,Lakshadweep,2011,SR,Capacity,SOLAR,,,,0.75
5174,India,31,Lakshadweep,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5175,India,31,Lakshadweep,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5176,India,31,Lakshadweep,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5177,India,31,Lakshadweep,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5178,India,31,Lakshadweep,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
5179,India,31,Lakshadweep,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5180,India,31,Lakshadweep,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.02
5181,India,31,Lakshadweep,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
5182,India,31,Lakshadweep,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
5183,India,31,Lakshadweep,2012,SR,Capacity,SOLAR,,,,0.75
5184,India,31,Lakshadweep,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
5185,India,31,Lakshadweep,2012,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
5186,India,31,Lakshadweep,2012,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.02
