Rowid,Country,State lgd code,State,Year,Name of the coal field,Type of coal,Depth of the reserve,Type of reserve,Coal reserved quantity
1587,India,20,Jharkhand,2019,JHARIA,NON-COKING,0-600,PROVED,5657.14
1588,India,20,Jharkhand,2019,JHARIA,NON-COKING,600-1200,INDICATED,1355
1589,India,20,Jharkhand,2019,JHARIA,NON-COKING,600-1200,PROVED,496
1590,India,20,Jharkhand,2019,JHARIA,PRIME COKING,0-600,INDICATED,4.01
1591,India,20,Jharkhand,2019,JHARIA,PRIME COKING,0-600,PROVED,4054.27
1592,India,20,Jharkhand,2019,JHARIA,PRIME COKING,600-1200,INDICATED,641.3
1593,India,20,Jharkhand,2019,JHARIA,PRIME COKING,600-1200,PROVED,613.48
1594,India,20,Jharkhand,2019,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
1595,India,20,Jharkhand,2019,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
1596,India,20,Jharkhand,2019,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
1597,India,20,Jharkhand,2019,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
1598,India,20,Jharkhand,2019,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
1599,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2250.6
1600,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
1601,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,0-300,PROVED,8835.26
1602,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1123.53
1603,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
1604,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,300-600,PROVED,1142.73
1605,India,20,Jharkhand,2019,NORTH KARANPURA,NON-COKING,600-1200,PROVED,90.74
1606,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,0-300,INDICATED,6800.91
1607,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,0-300,INFERRED,462.04
1608,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,0-300,PROVED,4849.06
1609,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,300-600,INDICATED,3953.15
1610,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,300-600,INFERRED,1092.66
1611,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,300-600,PROVED,299.24
1612,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
1613,India,20,Jharkhand,2019,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
1614,India,20,Jharkhand,2019,RAMGARH,MEDIUM COKING,0-300,INDICATED,155.23
1615,India,20,Jharkhand,2019,RAMGARH,MEDIUM COKING,0-300,PROVED,728.92
1616,India,20,Jharkhand,2019,RAMGARH,MEDIUM COKING,300-600,INDICATED,298.79
1617,India,20,Jharkhand,2019,RAMGARH,MEDIUM COKING,300-600,PROVED,28.66
1618,India,20,Jharkhand,2019,RAMGARH,NON-COKING,0-300,INDICATED,26.2
1619,India,20,Jharkhand,2019,RAMGARH,NON-COKING,0-300,INFERRED,4.6
1620,India,20,Jharkhand,2019,RAMGARH,NON-COKING,0-300,PROVED,7.13
1621,India,20,Jharkhand,2019,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
1622,India,20,Jharkhand,2019,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
1623,India,20,Jharkhand,2019,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
1624,India,20,Jharkhand,2019,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
1625,India,20,Jharkhand,2019,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
1626,India,20,Jharkhand,2019,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
1627,India,20,Jharkhand,2019,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
1628,India,20,Jharkhand,2019,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
1629,India,20,Jharkhand,2019,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
1630,India,20,Jharkhand,2019,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
1631,India,20,Jharkhand,2019,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
1632,India,20,Jharkhand,2019,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
1633,India,20,Jharkhand,2019,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
1634,India,20,Jharkhand,2019,RANIGANJ,NON-COKING,300-600,INFERRED,2
1635,India,20,Jharkhand,2019,RANIGANJ,NON-COKING,300-600,PROVED,106.03
1636,India,20,Jharkhand,2019,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
1637,India,20,Jharkhand,2019,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
1638,India,20,Jharkhand,2019,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
1639,India,20,Jharkhand,2019,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
1640,India,20,Jharkhand,2019,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
1641,India,20,Jharkhand,2019,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
1642,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,379.03
1643,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,262.4
1644,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,0-300,PROVED,3240.77
1645,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,376.32
1646,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,584.65
1647,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,300-600,PROVED,1372.92
1648,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,43.53
1649,India,20,Jharkhand,2019,SOUTH KARANPURA,NON-COKING,600-1200,PROVED,562.39
1650,India,20,Jharkhand,2019,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1076.78
1651,India,20,Jharkhand,2019,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,17.05
1652,India,20,Jharkhand,2019,WEST BOKARO,MEDIUM COKING,0-300,PROVED,3056.42
1653,India,20,Jharkhand,2019,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,160.94
1654,India,20,Jharkhand,2019,WEST BOKARO,MEDIUM COKING,300-600,PROVED,524.08
1655,India,20,Jharkhand,2019,WEST BOKARO,NON-COKING,0-300,INDICATED,21.8
1656,India,20,Jharkhand,2019,WEST BOKARO,NON-COKING,0-300,PROVED,316.57
1657,India,20,Jharkhand,2019,WEST BOKARO,NON-COKING,300-600,INDICATED,19.07
1658,India,20,Jharkhand,2019,WEST BOKARO,NON-COKING,300-600,PROVED,25.68
1659,India,20,Jharkhand,2020,AURANGA,NON-COKING,0-300,INDICATED,1241.22
1660,India,20,Jharkhand,2020,AURANGA,NON-COKING,0-300,INFERRED,43.07
1661,India,20,Jharkhand,2020,AURANGA,NON-COKING,0-300,PROVED,352.05
1662,India,20,Jharkhand,2020,AURANGA,NON-COKING,300-600,INDICATED,867.01
1663,India,20,Jharkhand,2020,AURANGA,NON-COKING,300-600,INFERRED,423.07
1664,India,20,Jharkhand,2020,AURANGA,NON-COKING,600-1200,INDICATED,33.42
1665,India,20,Jharkhand,2020,AURANGA,NON-COKING,600-1200,INFERRED,37.27
1666,India,20,Jharkhand,2020,DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
1667,India,20,Jharkhand,2020,DALTONGANJ,NON-COKING,0-300,PROVED,83.86
1668,India,20,Jharkhand,2020,DEOGARH,NON-COKING,0-300,INDICATED,73.6
1669,India,20,Jharkhand,2020,DEOGARH,NON-COKING,0-300,PROVED,326.24
1670,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1277.9
1671,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
1672,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,0-300,PROVED,2729.99
1673,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1188.33
1674,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
1675,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,300-600,PROVED,407.44
1676,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
1677,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
1678,India,20,Jharkhand,2020,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
1679,India,20,Jharkhand,2020,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
1680,India,20,Jharkhand,2020,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
1681,India,20,Jharkhand,2020,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
1682,India,20,Jharkhand,2020,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
1683,India,20,Jharkhand,2020,HUTAR,NON-COKING,0-300,INDICATED,14.22
1684,India,20,Jharkhand,2020,HUTAR,NON-COKING,0-300,INFERRED,32.48
1685,India,20,Jharkhand,2020,HUTAR,NON-COKING,0-300,PROVED,190.79
1686,India,20,Jharkhand,2020,HUTAR,NON-COKING,300-600,INDICATED,12.33
1687,India,20,Jharkhand,2020,JHARIA,MEDIUM COKING,0-600,INDICATED,1.57
1688,India,20,Jharkhand,2020,JHARIA,MEDIUM COKING,0-600,PROVED,4344.69
1689,India,20,Jharkhand,2020,JHARIA,MEDIUM COKING,600-1200,INDICATED,801.7
1690,India,20,Jharkhand,2020,JHARIA,MEDIUM COKING,600-1200,PROVED,1116.61
1691,India,20,Jharkhand,2020,JHARIA,NON-COKING,0-600,INDICATED,444.86
1692,India,20,Jharkhand,2020,JHARIA,NON-COKING,0-600,PROVED,5657.14
1693,India,20,Jharkhand,2020,JHARIA,NON-COKING,600-1200,INDICATED,1355
1694,India,20,Jharkhand,2020,JHARIA,NON-COKING,600-1200,PROVED,496
1695,India,20,Jharkhand,2020,JHARIA,PRIME COKING,0-600,INDICATED,4.01
1696,India,20,Jharkhand,2020,JHARIA,PRIME COKING,0-600,PROVED,4054.27
1697,India,20,Jharkhand,2020,JHARIA,PRIME COKING,600-1200,INDICATED,641.3
1698,India,20,Jharkhand,2020,JHARIA,PRIME COKING,600-1200,PROVED,613.48
1699,India,20,Jharkhand,2020,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
1700,India,20,Jharkhand,2020,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
1701,India,20,Jharkhand,2020,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
1702,India,20,Jharkhand,2020,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
1703,India,20,Jharkhand,2020,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
1704,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2250.6
1705,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
1706,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,0-300,PROVED,8957.62
1707,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1123.53
1708,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
1709,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,300-600,PROVED,1142.73
1710,India,20,Jharkhand,2020,NORTH KARANPURA,NON-COKING,600-1200,PROVED,90.74
1711,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,0-300,INDICATED,6800.91
1712,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,0-300,INFERRED,462.04
1713,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,0-300,PROVED,5741.6
1714,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,300-600,INDICATED,3836.82
1715,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,300-600,INFERRED,868.47
1716,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,300-600,PROVED,721
1717,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
1718,India,20,Jharkhand,2020,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
1719,India,20,Jharkhand,2020,RAMGARH,MEDIUM COKING,0-300,INDICATED,155.23
1720,India,20,Jharkhand,2020,RAMGARH,MEDIUM COKING,0-300,PROVED,728.92
1721,India,20,Jharkhand,2020,RAMGARH,MEDIUM COKING,300-600,INDICATED,298.79
1722,India,20,Jharkhand,2020,RAMGARH,MEDIUM COKING,300-600,PROVED,28.66
1723,India,20,Jharkhand,2020,RAMGARH,NON-COKING,0-300,INDICATED,26.2
1724,India,20,Jharkhand,2020,RAMGARH,NON-COKING,0-300,INFERRED,4.6
1725,India,20,Jharkhand,2020,RAMGARH,NON-COKING,0-300,PROVED,7.13
1726,India,20,Jharkhand,2020,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
1727,India,20,Jharkhand,2020,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
1728,India,20,Jharkhand,2020,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
1729,India,20,Jharkhand,2020,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
1730,India,20,Jharkhand,2020,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
1731,India,20,Jharkhand,2020,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
1732,India,20,Jharkhand,2020,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
1733,India,20,Jharkhand,2020,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
1734,India,20,Jharkhand,2020,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
1735,India,20,Jharkhand,2020,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
1736,India,20,Jharkhand,2020,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
1737,India,20,Jharkhand,2020,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
1738,India,20,Jharkhand,2020,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
1739,India,20,Jharkhand,2020,RANIGANJ,NON-COKING,300-600,INFERRED,2
1740,India,20,Jharkhand,2020,RANIGANJ,NON-COKING,300-600,PROVED,106.03
1741,India,20,Jharkhand,2020,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
1742,India,20,Jharkhand,2020,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
1743,India,20,Jharkhand,2020,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
1744,India,20,Jharkhand,2020,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
1745,India,20,Jharkhand,2020,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
1746,India,20,Jharkhand,2020,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
1747,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,379.03
1748,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,262.4
1749,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,0-300,PROVED,3240.77
1750,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,376.32
1751,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,584.65
1752,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,300-600,PROVED,1372.92
1753,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,43.53
1754,India,20,Jharkhand,2020,SOUTH KARANPURA,NON-COKING,600-1200,PROVED,562.39
1755,India,20,Jharkhand,2020,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1076.78
1756,India,20,Jharkhand,2020,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,17.05
1757,India,20,Jharkhand,2020,WEST BOKARO,MEDIUM COKING,0-300,PROVED,3056.42
1758,India,20,Jharkhand,2020,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,160.94
1759,India,20,Jharkhand,2020,WEST BOKARO,MEDIUM COKING,300-600,PROVED,524.08
1760,India,20,Jharkhand,2020,WEST BOKARO,NON-COKING,0-300,INDICATED,21.8
1761,India,20,Jharkhand,2020,WEST BOKARO,NON-COKING,0-300,PROVED,316.57
1762,India,20,Jharkhand,2020,WEST BOKARO,NON-COKING,300-600,INDICATED,19.07
1763,India,20,Jharkhand,2020,WEST BOKARO,NON-COKING,300-600,PROVED,25.68
1764,India,21,Odisha,2011,IB-RIVER,NON-COKING,0-300,INDICATED,5164.49
1765,India,21,Odisha,2011,IB-RIVER,NON-COKING,0-300,INFERRED,1257.19
1766,India,21,Odisha,2011,IB-RIVER,NON-COKING,0-300,PROVED,7934.11
1767,India,21,Odisha,2011,IB-RIVER,NON-COKING,300-600,INDICATED,3419.3
1768,India,21,Odisha,2011,IB-RIVER,NON-COKING,300-600,INFERRED,4590.45
1769,India,21,Odisha,2011,IB-RIVER,NON-COKING,300-600,PROVED,123.43
1770,India,21,Odisha,2011,IB-RIVER,NON-COKING,600-1200,INDICATED,27.52
1771,India,21,Odisha,2011,TALCHER,NON-COKING,0-300,INDICATED,12468.4
1772,India,21,Odisha,2011,TALCHER,NON-COKING,0-300,INFERRED,3335.81
1773,India,21,Odisha,2011,TALCHER,NON-COKING,0-300,PROVED,15597.04
1774,India,21,Odisha,2011,TALCHER,NON-COKING,300-600,INDICATED,11694.09
1775,India,21,Odisha,2011,TALCHER,NON-COKING,300-600,INFERRED,1030.43
1776,India,21,Odisha,2011,TALCHER,NON-COKING,300-600,PROVED,837.13
1777,India,21,Odisha,2011,TALCHER,NON-COKING,600-1200,INDICATED,1213.16
1778,India,21,Odisha,2011,TALCHER,NON-COKING,600-1200,INFERRED,466.33
1779,India,21,Odisha,2012,IB-RIVER,NON-COKING,0-300,INDICATED,5532.59
1780,India,21,Odisha,2012,IB-RIVER,NON-COKING,0-300,INFERRED,543.84
1781,India,21,Odisha,2012,IB-RIVER,NON-COKING,0-300,PROVED,8309.03
1782,India,21,Odisha,2012,IB-RIVER,NON-COKING,300-600,INDICATED,3891.78
1783,India,21,Odisha,2012,IB-RIVER,NON-COKING,300-600,INFERRED,4564.32
1784,India,21,Odisha,2012,IB-RIVER,NON-COKING,300-600,PROVED,166.59
1785,India,21,Odisha,2012,IB-RIVER,NON-COKING,600-1200,INDICATED,27.52
1786,India,21,Odisha,2012,TALCHER,NON-COKING,0-300,INDICATED,13230.11
1787,India,21,Odisha,2012,TALCHER,NON-COKING,0-300,INFERRED,2810.59
1788,India,21,Odisha,2012,TALCHER,NON-COKING,0-300,PROVED,16227.51
1789,India,21,Odisha,2012,TALCHER,NON-COKING,300-600,INDICATED,12570.81
1790,India,21,Odisha,2012,TALCHER,NON-COKING,300-600,INFERRED,1048.7
1791,India,21,Odisha,2012,TALCHER,NON-COKING,300-600,PROVED,844.53
1792,India,21,Odisha,2012,TALCHER,NON-COKING,600-1200,INDICATED,1213.16
1793,India,21,Odisha,2012,TALCHER,NON-COKING,600-1200,INFERRED,466.33
1794,India,21,Odisha,2013,IB-RIVER,NON-COKING,0-300,INDICATED,5556.82
1795,India,21,Odisha,2013,IB-RIVER,NON-COKING,0-300,INFERRED,543.84
1796,India,21,Odisha,2013,IB-RIVER,NON-COKING,0-300,PROVED,8748.69
1797,India,21,Odisha,2013,IB-RIVER,NON-COKING,300-600,INDICATED,3928.27
1798,India,21,Odisha,2013,IB-RIVER,NON-COKING,300-600,INFERRED,4564.32
1799,India,21,Odisha,2013,IB-RIVER,NON-COKING,300-600,PROVED,385.83
1800,India,21,Odisha,2013,IB-RIVER,NON-COKING,600-1200,INDICATED,27.52
1801,India,21,Odisha,2013,TALCHER,NON-COKING,0-300,INDICATED,12393.23
1802,India,21,Odisha,2013,TALCHER,NON-COKING,0-300,INFERRED,2719.1
1803,India,21,Odisha,2013,TALCHER,NON-COKING,0-300,PROVED,17202.31
1804,India,21,Odisha,2013,TALCHER,NON-COKING,300-600,INDICATED,13822.16
1805,India,21,Odisha,2013,TALCHER,NON-COKING,300-600,INFERRED,1022.49
1806,India,21,Odisha,2013,TALCHER,NON-COKING,300-600,PROVED,946.91
1807,India,21,Odisha,2013,TALCHER,NON-COKING,600-1200,INDICATED,1382.19
1808,India,21,Odisha,2013,TALCHER,NON-COKING,600-1200,INFERRED,466.33
1809,India,21,Odisha,2014,IB-RIVER,NON-COKING,0-300,INDICATED,5653.29
1810,India,21,Odisha,2014,IB-RIVER,NON-COKING,0-300,INFERRED,549.56
1811,India,21,Odisha,2014,IB-RIVER,NON-COKING,0-300,PROVED,8748.69
1812,India,21,Odisha,2014,IB-RIVER,NON-COKING,300-600,INDICATED,4242.74
1813,India,21,Odisha,2014,IB-RIVER,NON-COKING,300-600,INFERRED,4587.67
1814,India,21,Odisha,2014,IB-RIVER,NON-COKING,300-600,PROVED,385.83
1815,India,21,Odisha,2014,IB-RIVER,NON-COKING,600-1200,INDICATED,27.52
1816,India,21,Odisha,2014,IB-RIVER,NON-COKING,600-1200,INFERRED,2.69
1817,India,21,Odisha,2014,TALCHER,NON-COKING,0-300,INDICATED,12294.4
1818,India,21,Odisha,2014,TALCHER,NON-COKING,0-300,INFERRED,2719.9
1819,India,21,Odisha,2014,TALCHER,NON-COKING,0-300,PROVED,17373.78
1820,India,21,Odisha,2014,TALCHER,NON-COKING,300-600,INDICATED,14074.47
1821,India,21,Odisha,2014,TALCHER,NON-COKING,300-600,INFERRED,1081.93
1822,India,21,Odisha,2014,TALCHER,NON-COKING,300-600,PROVED,1283
1823,India,21,Odisha,2014,TALCHER,NON-COKING,600-1200,INDICATED,1580.82
1824,India,21,Odisha,2014,TALCHER,NON-COKING,600-1200,INFERRED,466.33
1825,India,21,Odisha,2015,IB-RIVER,NON-COKING,0-300,INDICATED,4880.44
1826,India,21,Odisha,2015,IB-RIVER,NON-COKING,0-300,INFERRED,141
1827,India,21,Odisha,2015,IB-RIVER,NON-COKING,0-300,PROVED,10083.24
1828,India,21,Odisha,2015,IB-RIVER,NON-COKING,300-600,INDICATED,4140.39
1829,India,21,Odisha,2015,IB-RIVER,NON-COKING,300-600,INFERRED,4168.93
1830,India,21,Odisha,2015,IB-RIVER,NON-COKING,300-600,PROVED,1110.44
1831,India,21,Odisha,2015,IB-RIVER,NON-COKING,600-1200,INDICATED,303.41
1832,India,21,Odisha,2015,IB-RIVER,NON-COKING,600-1200,INFERRED,2.69
1833,India,21,Odisha,2015,TALCHER,NON-COKING,0-300,INDICATED,11565.51
1834,India,21,Odisha,2015,TALCHER,NON-COKING,0-300,INFERRED,2653.02
1835,India,21,Odisha,2015,TALCHER,NON-COKING,0-300,PROVED,18222.3
1836,India,21,Odisha,2015,TALCHER,NON-COKING,300-600,INDICATED,14074.47
1837,India,21,Odisha,2015,TALCHER,NON-COKING,300-600,INFERRED,1068.15
1838,India,21,Odisha,2015,TALCHER,NON-COKING,300-600,PROVED,1330.83
1839,India,21,Odisha,2015,TALCHER,NON-COKING,600-1200,INDICATED,1580.82
1840,India,21,Odisha,2015,TALCHER,NON-COKING,600-1200,INFERRED,473.44
1841,India,21,Odisha,2016,IB-RIVER,NON-COKING,0-300,INDICATED,4880.44
1842,India,21,Odisha,2016,IB-RIVER,NON-COKING,0-300,INFERRED,141
1843,India,21,Odisha,2016,IB-RIVER,NON-COKING,0-300,PROVED,10083.24
1844,India,21,Odisha,2016,IB-RIVER,NON-COKING,300-600,INDICATED,4140.39
1845,India,21,Odisha,2016,IB-RIVER,NON-COKING,300-600,INFERRED,4168.93
1846,India,21,Odisha,2016,IB-RIVER,NON-COKING,300-600,PROVED,1110.44
1847,India,21,Odisha,2016,IB-RIVER,NON-COKING,600-1200,INDICATED,303.41
1848,India,21,Odisha,2016,IB-RIVER,NON-COKING,600-1200,INFERRED,2.69
1849,India,21,Odisha,2016,TALCHER,NON-COKING,0-300,INDICATED,10284.52
1850,India,21,Odisha,2016,TALCHER,NON-COKING,0-300,INFERRED,2481.48
1851,India,21,Odisha,2016,TALCHER,NON-COKING,0-300,PROVED,19771.42
1852,India,21,Odisha,2016,TALCHER,NON-COKING,300-600,INDICATED,12315.7
1853,India,21,Odisha,2016,TALCHER,NON-COKING,300-600,INFERRED,1054.28
1854,India,21,Odisha,2016,TALCHER,NON-COKING,300-600,PROVED,3103.47
1855,India,21,Odisha,2016,TALCHER,NON-COKING,600-1200,INDICATED,1359.11
1856,India,21,Odisha,2016,TALCHER,NON-COKING,600-1200,INFERRED,469.21
1857,India,21,Odisha,2016,TALCHER,NON-COKING,600-1200,PROVED,225.94
1858,India,21,Odisha,2017,IB-RIVER,NON-COKING,0-300,INDICATED,5178.86
1859,India,21,Odisha,2017,IB-RIVER,NON-COKING,0-300,INFERRED,141
1860,India,21,Odisha,2017,IB-RIVER,NON-COKING,0-300,PROVED,10083.24
1861,India,21,Odisha,2017,IB-RIVER,NON-COKING,300-600,INDICATED,4421.06
1862,India,21,Odisha,2017,IB-RIVER,NON-COKING,300-600,INFERRED,4168.93
1863,India,21,Odisha,2017,IB-RIVER,NON-COKING,300-600,PROVED,1110.44
1864,India,21,Odisha,2017,IB-RIVER,NON-COKING,600-1200,INDICATED,1015.87
1865,India,21,Odisha,2017,IB-RIVER,NON-COKING,600-1200,INFERRED,2.69
1866,India,21,Odisha,2017,TALCHER,NON-COKING,0-300,INDICATED,9943.28
1867,India,21,Odisha,2017,TALCHER,NON-COKING,0-300,INFERRED,2549.82
1868,India,21,Odisha,2017,TALCHER,NON-COKING,0-300,PROVED,20112.66
1869,India,21,Odisha,2017,TALCHER,NON-COKING,300-600,INDICATED,12141.59
1870,India,21,Odisha,2017,TALCHER,NON-COKING,300-600,INFERRED,1083.56
1871,India,21,Odisha,2017,TALCHER,NON-COKING,300-600,PROVED,3277.58
1872,India,21,Odisha,2017,TALCHER,NON-COKING,600-1200,INDICATED,1359.11
1873,India,21,Odisha,2017,TALCHER,NON-COKING,600-1200,INFERRED,469.21
1874,India,21,Odisha,2017,TALCHER,NON-COKING,600-1200,PROVED,225.94
1875,India,21,Odisha,2018,IB-RIVER,NON-COKING,0-300,INDICATED,5131.91
1876,India,21,Odisha,2018,IB-RIVER,NON-COKING,0-300,PROVED,11433.26
1877,India,21,Odisha,2018,IB-RIVER,NON-COKING,300-600,INDICATED,5136.47
1878,India,21,Odisha,2018,IB-RIVER,NON-COKING,300-600,INFERRED,3633.88
1879,India,21,Odisha,2018,IB-RIVER,NON-COKING,300-600,PROVED,1500.09
1880,India,21,Odisha,2018,IB-RIVER,NON-COKING,600-1200,INDICATED,1235.83
1881,India,21,Odisha,2018,IB-RIVER,NON-COKING,600-1200,INFERRED,2.69
1882,India,21,Odisha,2018,TALCHER,NON-COKING,0-300,INDICATED,9218.27
1883,India,21,Odisha,2018,TALCHER,NON-COKING,0-300,INFERRED,2549.82
1884,India,21,Odisha,2018,TALCHER,NON-COKING,0-300,PROVED,20894.24
1885,India,21,Odisha,2018,TALCHER,NON-COKING,300-600,INDICATED,12082.95
1886,India,21,Odisha,2018,TALCHER,NON-COKING,300-600,INFERRED,1083.56
1887,India,21,Odisha,2018,TALCHER,NON-COKING,300-600,PROVED,3337.57
1888,India,21,Odisha,2018,TALCHER,NON-COKING,600-1200,INDICATED,1359.11
